"","Mean","Sigma","y"
"1",NA,NA,200
"2",NA,NA,200
"3",200.001,9.15746544560914,199.278007036987
"4",199.856601407397,9.01699950299646,202.147195758063
"5",199.852844781202,9.01405572816704,197.211629378131
"6",201.161082482076,8.37432789751882,201.094899587976
"7",197.9892834201,8.043376085915,199.18303891746
"8",200.713527453873,8.50958820369791,199.013530385533
"9",199.150137211075,9.28968703170766,198.337916609305
"10",198.879407630288,9.09589282377575,200.638105433405
"11",198.798954374125,8.58265403913657,193.706480037478
"12",199.252780354219,8.36590713163374,194.526539936755
"13",193.871492017333,8.37773401443386,195.16194710712
"14",194.654621370828,8.82538654445514,191.657027372317
"15",194.461963160159,8.82927953051311,189.040267037246
"16",191.134675305303,9.27274597681591,189.934279231208
"17",189.220069476038,9.4528771887965,188.460170839005
"18",189.640457552768,9.7851619711762,186.262304198175
"19",188.021597510839,10.9406063115179,184.820402285687
"20",185.974923815677,10.6611047205976,188.034372574325
"21",185.464196343415,9.81740117815357,177.921218784419
"22",186.012741816344,11.4958498588339,174.441237209426
"23",177.22622246942,10.5460493518247,180.999662655095
"24",175.75392229856,10.5000233981503,179.299644674085
"25",180.660659058893,10.5403749920222,178.202705031028
"26",179.081256745474,9.70966376640578,180.045167652777
"27",178.572197555378,9.32102756366626,180.341422517043
"28",180.10541862563,8.63164551438896,183.257090576504
"29",180.925556128935,8.32436846271196,176.40396565005
"30",181.887465591213,8.15423334142147,174.453396270805
"31",176.014851774201,8.07210950744434,177.412759924024
"32",175.046269001449,7.61073966486022,179.349929315627
"33",177.801193802345,7.40611376701302,179.091104972389
"34",179.29916444698,7.88631627673106,174.882866775757
"35",178.250457333062,8.48326766933713,175.461318117182
"36",174.999557044042,9.61381487658698,172.808644397151
"37",174.931783373176,9.36025912330233,173.043873536174
"38",172.856690224956,8.66809943092346,173.075079027196
"39",173.051114634379,8.10386199694155,171.771309815264
"40",172.81532518481,7.62385720735829,173.136264657656
"41",172.045300783742,7.81356124843136,172.568329927295
"42",173.023677711584,8.05185224746619,174.237592348074
"43",172.903182411451,7.86591263891921,171.1973029921
"44",173.630534476879,7.67216115416406,172.857375522236
"45",171.530317498127,8.35423155785579,174.088229393697
"46",173.104546296528,7.82904169190815,174.306641087838
"47",174.132911732525,7.74908690177995,170.425152544725
"48",173.531343379215,8.01236435245334,171.351974181666
"49",170.611516872114,8.67479100257761,177.72106596761
"50",172.626792538855,8.64323601812317,169.403651080378
"51",176.058582990163,11.287086785953,179.431702799926
"52",171.410261424288,10.3832562905289,170.313068460921
"53",177.608975932125,10.7270773009049,175.463376759528
"54",171.344130120642,10.920253113513,173.704013054871
"55",175.112504018596,10.1706675620679,176.48309381501
"56",174.260829206899,10.7315051169303,175.898354692284
"57",176.367145990465,9.95106958060484,170.676847388003
"58",174.855053231428,9.18590697497375,174.449121179362
"59",171.432302146275,8.94417645864707,171.766499772218
"60",173.913596897933,8.84767724638755,173.777173455724
"61",172.169634508919,8.25530676452117,173.954992878527
"62",173.813737340284,8.47297105731109,171.641740717346
"63",173.493342446291,10.0677186342931,169.190620040977
"64",171.152516582072,9.99042693909839,172.931864927349
"65",169.939869018251,9.61767432710006,171.689774535189
"66",172.684446848917,10.4144849814733,175.927461157763
"67",172.538311859703,10.177052335195,171.937679154195
"68",175.130504757049,10.0078561071214,171.59199230869
"69",171.869541785094,9.63947985694675,169.172421280899
"70",171.109078103132,10.6935491134124,171.667206014236
"71",169.672378227566,11.2389864014558,163.554019783326
"72",170.045568768054,10.7859463965933,169.968920566561
"73",164.837999939973,9.98504358275726,162.899024173395
"74",168.555941287928,9.43804297063302,165.379520227657
"75",163.396123384248,10.7553981523642,160.727936180312
"76",164.450203418188,11.096411561333,160.898264129137
"77",160.763001770077,10.1841346314952,158.72239639952
"78",160.464090583214,9.40149358382179,165.146744598258
"79",160.008266039268,8.80380457037841,159.44369909236
"80",164.007135497078,8.35800984448457,167.940562504313
"81",161.144071774751,7.83950471193915,162.048245745227
"82",166.763099152496,7.57081956899064,168.439918188463
"83",163.327580233874,7.22120978281015,158.128154143733
"84",166.378565379517,6.8349636925066,167.412674265787
"85",159.986058168144,7.2691690648818,166.700488642379
"86",167.271237141105,7.27428628880206,169.504721505805
"87",167.262335215064,6.89377594241273,173.798738598741
"88",170.364524924392,6.56005111792648,174.477455423257
"89",173.935481963644,6.66923298629799,169.270724429469
"90",173.4371092245,6.42653968985397,173.302523164479
"91",170.078084176471,6.18400352081857,169.594909077498
"92",172.562000347083,7.74802404381804,175.802819511581
"93",170.837491164315,7.96841273256695,174.567471899273
"94",175.55674998912,8.36510505357882,175.351663651285
"95",174.725310249675,7.80896888168454,176.597865723126
"96",175.601904065653,7.40049884321179,175.395505011784
"97",176.358393580857,6.9962335989478,174.210703935091
"98",175.159544796445,6.86771577972073,176.371096537956
"99",174.643782455664,6.56014077760531,173.46216378867
"100",175.790309988099,6.2812897069217,176.219561450825
"101",174.014643321101,6.18483539264816,176.144024255658
"102",176.205454011792,7.32267651276554,177.758956598061
"103",176.468010724139,7.77487399686613,173.571992923858
"104",176.922563863221,7.65674902338593,178.331693463496
"105",174.524933031786,7.20937030185008,175.863256580494
"106",177.839006086895,6.8278833355989,178.647430792632
"107",176.421091422922,6.96869122206153,175.794981671316
"108",178.077940968369,7.43860154915297,174.886518408737
"109",175.614289018801,7.03116990047045,176.452866291891
"110",175.200787985368,6.9721227240864,178.431429069805
"111",176.849578847474,6.76551564182542,177.919538083588
"112",178.330050872561,6.81779203982418,181.334050052097
"113",178.60344047729,6.60514083085864,175.367536106495
"114",180.141747262977,6.31814882115156,181.380542019191
"115",176.571137289034,6.45305796860934,179.329456616085
"116",180.97132493857,7.5347595528411,182.614762615123
"117",179.987517815892,8.94847479297095,179.424307534846
"118",181.977671599068,9.76609854355613,183.265120740524
"119",180.193470175982,9.15571055623755,177.733707103275
"120",182.159838013074,8.49717704956176,182.81888051197
"121",178.751741785014,8.54478744023285,183.050194689252
"122",182.866143347426,8.31152727045602,181.124666226803
"123",182.666088996762,7.7673491480646,182.205008018516
"124",181.341734585146,7.31801354168873,179.136238456137
"125",181.59225410604,7.19279729989174,180.433940428307
"126",179.396778850571,9.81057436803385,175.727344810832
"127",179.493621304812,11.8684433930552,182.599526015197
"128",177.102781051705,11.4398339397075,180.524265196757
"129",182.185473851509,10.4832583976864,183.130382742475
"130",181.0464887059,9.85764430616266,181.753145464454
"131",182.855935286871,9.15554137657626,183.159395402926
"132",182.035395452149,9.27683660209054,184.371626963764
"133",183.402841715093,9.0890545358154,185.226795947086
"134",184.543660760428,10.6891295535867,184.954698525477
"135",185.173376462764,10.3345244660421,187.519506834298
"136",185.468660187241,12.9683477291668,192.125286511815
"137",188.441662769801,11.8588106248148,185.005942378422
"138",190.702417685137,11.347514965331,191.319495653029
"139",186.269653033344,10.4112723153741,183.837467511108
"140",189.824090024644,9.60708084336059,190.553766525823
"141",185.181727314051,9.14587660669047,181.643734138989
"142",188.772760048456,8.48651942155962,191.875363563653
"143",183.691060023922,8.02565554369588,186.63865270773
"144",190.829021392468,7.51871543942607,191.62053722119
"145",187.636029610422,7.6184671678346,188.558290485252
"146",191.009087874003,7.87691061598047,189.150697757398
"147",188.677771939681,7.48975525295171,187.998663659786
"148",188.921290937876,7.14838070206064,186.750684300531
"149",187.750067787935,6.9800614540401,188.169062283353
"150",187.035359897095,7.17447502046425,190.843006871531
"151",188.704851200989,6.96622738522112,186.376377370758
"152",189.950680971376,6.78965882499953,193.081362036839
"153",187.718374303974,8.41645098468472,183.484599480167
"154",191.163009525505,8.00817714965939,191.820067510079
"155",185.15269308615,7.96618950421292,186.176858032352
"156",190.692425614534,9.34518200587536,192.34654096355
"157",187.411794618592,8.65333799779772,182.37077202583
"158",190.352387176006,8.159987534756,194.598938153973
