"","Mean","Sigma","y"
"1",NA,NA,2000
"2",NA,NA,2000
"3",2000.001,9.15746544560914,2008.2566486572
"4",2001.65232973144,9.01699950299646,2000.75867867283
"5",2006.75805466032,9.01405572816704,2005.14926589565
"6",2001.6377961174,8.37432789751882,1999.66743320468
"7",2004.05389935745,8.043376085915,2004.31142493287
"8",2000.59723155031,8.50958820369791,1997.46086546085
"9",2002.94231303847,9.28968703170766,2004.52687550813
"10",1998.87506747031,9.09589282377575,2002.56221206036
"11",2004.13494281857,8.58265403913657,2000.99932846454
"12",2002.25063534119,8.36590713163374,2002.44499917963
"13",2001.28946260756,8.37773401443386,2005.17910654141
"14",2002.99282065199,8.82538654445514,1999.48698243861
"15",2004.04168172085,8.82927953051311,2003.28267772595
"16",2000.24712149607,9.27274597681591,2001.59608117654
"17",2002.94635841607,9.4528771887965,2004.17309976992
"18",2002.11248489521,9.7851619711762,2004.51229830141
"19",2004.24193947622,10.9406063115179,1999.24632153413
"20",2003.46010294795,10.6611047205976,2001.14062332557
"21",1999.62618189242,9.81740117815357,2000.16286335729
"22",2000.94607133191,11.4958498588339,1997.32803475844
"23",1999.59689763752,10.5460493518247,1998.69172361268
"24",1997.60177252929,10.5000233981503,1996.887754329
"25",1998.33192975594,10.5403749920222,1993.84479866631
"26",1996.28016319646,9.70966376640578,1993.96091477089
"27",1993.86902188722,9.32102756366626,1992.95927008692
"28",1993.7615858341,8.63164551438896,1995.80049718456
"29",1993.52851550645,8.32436846271196,1994.22393084184
"30",1995.48618391602,8.15423334142147,2000.76346820739
"31",1995.53283831495,8.07210950744434,1998.14713632372
"32",2000.24120183066,7.61073966486022,2003.42355439842
"33",1999.20341993866,7.40611376701302,2000.52030688412
"34",2002.84390489556,7.88631627673106,1999.73256634524
"35",2000.36375877634,8.48326766933713,1992.20371168526
"36",1998.22779541324,9.61381487658698,1993.54207089003
"37",1992.47238352621,9.36025912330233,1993.66274504782
"38",1993.56720572159,8.66809943092346,1992.44604379688
"39",1993.42040479763,8.10386199694155,1995.66196528272
"40",1993.09022809405,7.62385720735829,1994.53644384811
"41",1995.4378609958,7.81356124843136,1993.95355024406
"42",1994.4208651273,8.05185224746619,1993.45296116792
"43",1993.85443242883,7.86591263891921,1992.67742794113
"44",1993.29885452256,7.67216115416406,1993.15134201337
"45",1992.77321075558,8.35423155785579,1994.85317398398
"46",1993.4927084075,7.82904169190815,1996.7738115998
"47",1995.23830150715,7.74908690177995,1991.635612697
"48",1995.74717181924,8.01236435245334,1994.62412636818
"49",1992.23431543123,8.67479100257761,1992.883200499
"50",1994.27694119434,8.64323601812317,1991.39378180501
"51",1992.5863167602,11.287086785953,1990.28579956234
"52",1991.17318535648,10.3832562905289,1993.11498400237
"53",1990.85263645035,10.7270773009049,1989.66564135876
