"","Mean","Sigma","y"
"1",NA,NA,1000
"2",NA,NA,1000
"3",1000.001,9.15746544560914,998.397004724084
"4",999.680400944817,9.01699950299646,994.009178273187
"5",997.520439433905,9.01405572816704,996.512417877093
"6",994.510826193968,8.37432789751882,991.004051267889
"7",995.411744555252,8.043376085915,997.600168715054
"8",992.324274757322,8.50958820369791,994.815567340984
"9",997.04424844024,9.28968703170766,993.761086114091
"10",994.605671095606,9.09589282377575,998.891214032578
"11",994.788111697789,8.58265403913657,988.718769325046
"12",996.857725091072,8.36590713163374,996.231153363047
"13",990.222246132646,8.37773401443386,990.401582304097
"14",995.066239151257,8.82538654445514,993.248558973747
"15",990.971977638028,8.82927953051311,988.390591427005
"16",992.277965464399,9.27274597681591,993.020812377615
"17",989.317635617127,9.4528771887965,983.844261929233
"18",991.186502287939,9.7851619711762,993.029634450377
"19",985.682336433462,10.9406063115179,978.439842734454
"20",990.112676107192,10.6611047205976,986.81146450021
"21",980.115167087605,9.81740117815357,977.669595772542
"22",984.984090754677,11.4958498588339,985.829415465535
"23",979.302559711141,10.5460493518247,984.558862558696
"24",985.576304884167,10.5000233981503,983.254468179993
"25",984.298983682955,10.5403749920222,985.59351714006
"26",983.723277972006,9.70966376640578,983.695591718692
"27",985.214932055786,9.32102756366626,981.742336614171
"28",983.305940697788,8.63164551438896,986.582805043841
"29",982.711430300105,8.32436846271196,984.634058809697
"30",986.194055797012,8.15423334142147,985.767578582834
"31",984.861762764325,8.07210950744434,981.178003972009
"32",984.850663660669,7.61073966486022,983.40962797131
"33",981.625328771869,7.40611376701302,982.362181400006
"34",983.201138657049,7.88631627673106,980.869386569941
"35",982.064622433993,8.48326766933713,986.945154011916
"36",982.085540058336,9.61381487658698,981.780576754983
"37",985.91323856053,9.36025912330233,987.208858123437
"38",982.867233028674,8.66809943092346,980.502750798385
"39",985.868636658427,8.10386199694155,989.195910807809
"40",982.24238280027,7.62385720735829,983.571118956108
"41",988.071952437469,7.81356124843136,988.807614198197
"42",984.619418004525,8.05185224746619,983.814906578762
"43",987.81007267431,7.86591263891921,984.718732825654
"44",983.996671828141,7.67216115416406,983.614982781012
"45",984.498982816726,8.35423155785579,987.185235865853
"46",984.330033397981,7.82904169190815,982.569824322426
"47",986.263153557168,7.74908690177995,986.962819690349
"48",983.449423396011,8.01236435245334,986.391125917944
"49",986.849480935868,8.67479100257761,984.300701932548
"50",985.974041120865,8.64323601812317,987.819323983088
"51",985.005426342656,11.287086785953,986.858271783753
"52",987.628113543221,10.3832562905289,989.73136952666
"53",987.433891332335,10.7270773009049,985.901267097779
"54",988.966349040884,10.920253113513,986.697729393544
"55",986.061559556932,10.1706675620679,989.807101578412
"56",987.320603830518,10.7315051169303,985.429255402551
"57",988.932532343239,9.95106958060484,990.672483788353
"58",986.478901079711,9.18590697497375,987.288994403088
"59",989.9967859113,8.94417645864707,991.372891193701
"60",988.106773761211,8.84767724638755,986.171545122317
"61",990.333621979424,8.25530676452117,990.053461212664
"62",986.948928340386,8.47297105731109,987.497826799361
"63",989.543334330004,10.0677186342931,983.387018228993
"64",986.676665085288,9.99042693909839,986.346664292142
"65",983.979947441623,9.61767432710006,982.507409808457
"66",985.579813395405,10.4144849814733,988.962528492657
"67",983.799433545297,10.177052335195,983.783803905309
"68",987.927783575187,10.0078561071214,982.629901312465
"69",983.55402338674,9.63947985694675,981.589799054578
"70",982.422880860888,10.6935491134124,987.495612649314
"71",982.771961773526,11.2389864014558,982.777298794822
"72",986.552949878416,10.7859463965933,984.459617394838
"73",983.114762514825,9.98504358275726,981.956441511629
"74",983.959982218197,9.43804297063302,978.753826764066
"75",981.316918562117,10.7553981523642,984.007195820445
"76",979.805500575342,11.096411561333,979.872811994063
"77",983.181319055169,10.1841346314952,981.0410959226
"78",980.107468779771,9.40149358382179,975.53266035521
"79",979.940408809122,8.80380457037841,984.103547650369
"80",977.247837814242,8.35800984448457,981.2167351042
"81",983.527185141135,7.83950471193915,985.077483607635
"82",981.989884804887,7.57081956899064,981.764933057422
"83",984.415973497593,7.22120978281015,988.59104933119
"84",983.131156312176,6.8349636925066,982.48355930641
"85",987.370551326234,7.2691690648818,984.547397438188
"86",982.897326932765,7.27428628880206,988.681707649436
"87",985.375259480438,6.89377594241273,985.245594086939
"88",987.995484936937,6.56005111792648,989.16673775329
"89",986.030822820209,6.66923298629799,984.466215745474
"90",988.227633351727,6.42653968985397,989.503060110373
"91",985.474584618454,6.18400352081857,983.412361238201
"92",988.285920335939,7.74802404381804,987.373306973552
"93",984.205550385271,7.96841273256695,987.438347584918
"94",987.387315095825,8.36510505357882,990.330229077559
"95",988.017723883446,7.80896888168454,988.507297611535
"96",989.966642784354,7.40049884321179,990.596548293469
"97",988.926147747922,6.9962335989478,987.338648997134
"98",989.945968434202,6.86771577972073,986.252029335626
"99",987.122325064833,6.56014077760531,983.897554459396
"100",985.78213436038,6.2812897069217,983.592527411766
"101",983.83754904987,6.18483539264816,982.999102435954
"102",983.474842416603,7.32267651276554,984.340286596609
"103",983.268339268085,7.77487399686613,983.428715023226
"104",984.158972281933,7.65674902338593,986.285129612694
"105",984.00099794112,7.20937030185008,983.569127954682
"106",985.742929281091,6.8278833355989,987.233120322021
"107",984.30292642815,6.96869122206153,986.03695057491
"108",986.994886372599,7.43860154915297,985.001734052363
"109",985.830907270401,7.03116990047045,986.415625291223
"110",985.285512300135,6.9721227240864,983.329674185355
"111",985.799435070049,6.76551564182542,988.398826392024
"112",984.344504626689,6.81779203982418,981.898079110563
"113",987.099676935732,6.60514083085864,987.255421787955
"114",982.970547646042,6.31814882115156,986.366449532076
"115",987.078627336779,6.45305796860934,984.271054142058
"116",985.948370454072,7.5347595528411,990.87863592901
"117",985.593570499448,8.94847479297095,985.158331315538
"118",989.735575006316,9.76609854355613,992.812055843449
"119",986.69007622112,9.15571055623755,985.089554173871
"120",991.268555509534,8.49717704956176,987.78789859533
"121",985.630223058163,8.54478744023285,987.42647259963
"122",987.71661339619,8.31152727045602,987.477687218267
"123",987.437715523357,7.7673491480646,986.242597313677
"124",987.231669237349,7.31801354168873,987.9006291832
"125",986.575203687581,7.19279729989174,990.846782249138
"126",988.490859796388,9.81057436803385,990.635989211568
"127",990.805623641624,11.8684433930552,991.014469507283
"128",990.712685270711,11.4398339397075,994.812315169126
"129",991.775038639651,10.4832583976864,987.476223878865
"130",993.346096911074,9.85764430616266,992.424954558842
"131",988.46697001486,9.15554137657626,983.295781224808
"132",990.600119892035,9.27683660209054,986.053721171717
"133",983.84836921419,9.0890545358154,984.995167013123
"134",985.843010339998,10.6891295535867,988.796206428153
"135",985.756374896129,10.3345244660421,985.726214489202
"136",988.183208040363,12.9683477291668,989.206753679626
"137",986.423322327287,11.8588106248148,986.432243049166
"138",988.652851553534,11.347514965331,984.032772801636
"139",985.95334899966,10.4112723153741,988.610392648809
"140",984.949296771071,9.60708084336059,983.907215393442
"141",987.670757197735,9.14587660669047,988.392479356849
"142",984.805268186123,8.48651942155962,988.236554292693
"143",988.362294344018,8.02565554369588,986.793410337855
"144",987.948925501725,7.51871543942607,984.901075705769
"145",986.415943411438,7.6184671678346,981.604173586171
"146",984.24269528185,7.87691061598047,985.77476835363
"147",982.439292539663,7.48975525295171,985.361531126729
"148",985.69312090825,7.14838070206064,987.033843179502
"149",985.696993537283,6.9800614540401,981.520037641769
"150",985.932082071956,7.17447502046425,986.125313049575
"151",982.442092723331,6.96622738522112,987.085512842028
"152",986.318353008066,6.78965882499953,988.003834650512
"153",987.270177203725,8.41645098468472,994.246532807144
"154",989.253374281838,8.00817714965939,988.052573275425
"155",993.0087409008,7.96618950421292,992.298589364282
"156",988.902776493197,9.34518200587536,989.866909696834
"157",991.813253430793,8.65333799779772,990.081178139532
"158",989.910763385374,8.159987534756,989.180254939705
"159",989.901993499567,7.73536477988906,982.128095483185
"160",987.770823048401,8.07375202654911,988.047367796701
"161",983.312949945888,7.6436675779719,982.212081206418
"162",986.881310478644,7.20060382387917,991.939406298409
"163",984.158546224817,8.33609917735569,983.329075521394
"164",990.218340143006,9.04739741991697,989.908478484705
"165",984.645956114056,8.39752349568519,982.520999393252
"166",988.431982666415,8.14167409443619,990.505152405826
"167",984.118829995767,7.62154982656506,986.487344249167
"168",989.702590774494,7.2331014891027,989.187576561558
"169",987.028390711645,6.87366114398128,990.936773784344
"170",989.538416006115,6.69533460606669,989.956702924356
"171",990.741759612346,6.3948547017678,989.369294513444
"172",989.840221242173,6.98095132176387,988.613528896788
"173",989.219141390113,6.64065387101835,989.387079334201
"174",988.769238984271,6.43728709008503,985.331213486645
"175",988.57690616469,6.24703661297232,987.017317616069
"176",985.66943431253,6.31016263171351,986.52214702907
"177",986.919283498669,7.36243412357032,988.303164269071
"178",986.879350477071,7.600786173092,988.993675227274
"179",988.442266460712,7.55801389615673,990.069085296572
"180",989.209757241134,10.2880467081152,985.047618780964
"181",989.06579199345,9.50960322616899,986.616749205614
"182",985.362444865894,10.1698517537838,984.515847552998
"183",986.197568875091,9.5910929997488,993.51803780672
"184",986.317285603742,12.8076728258357,986.891102973531
"185",992.193650840082,11.7297128784765,992.891612912639
"186",988.092204961353,13.7343409340553,996.416662102765
"187",993.597622750664,17.8017098067831,987.094676956221
"188",994.553265073456,16.3574639568463,991.479045353233
"189",987.972550635623,15.0293734307236,990.287876447006
"190",991.241811571988,14.5213688529285,994.448012775617
"191",991.120903712728,14.1046038955924,997.744454357132
"192",995.10830109192,12.8600138245114,993.508436581294
"193",996.898250801964,11.7251056493213,997.731252682337
"194",994.353999801503,10.731574255206,996.151378594324
"195",997.416277864735,10.0258593982202,997.178655288671
"196",996.357833933193,9.27997868636998,993.511757772106
"197",996.446275785358,12.8901982002642,994.760073189068
"198",993.762420855498,12.0956970768142,995.044654755432
"199",994.817989502341,11.207433705373,995.497606212681
"200",995.136245046882,11.0538257861883,999.704789515688
"201",996.340042873283,10.4151200844547,994.414771635364
"202",998.647785939624,10.440268880067,992.49478013338
"203",994.031773334967,10.8265245873679,998.928886743592
"204",993.782601455423,9.94047266620332,991.601557862936
"205",997.464420967461,9.40286083179281,994.300263925557
