"","Mean","Sigma","y"
"1",NA,NA,1000
"2",NA,NA,1000
"3",1000.001,9.15746544560914,998.48124750263
"4",999.697249500526,9.01699950299646,1000.23026664737
"5",998.832051331579,9.01405572816704,1004.9746303527
"6",1001.18013938844,8.37432789751882,1000.00705559544
"7",1003.98211540125,8.043376085915,1003.21488531242
"8",1000.64962153884,8.50958820369791,998.438519435534
"9",1002.26061213704,9.28968703170766,999.654438612604
"10",998.682703270948,9.09589282377575,1000.35814255758
"11",999.796179401599,8.58265403913657,1002.42422179831
"12",1000.77235840573,8.36590713163374,1000.710326011
"13",1002.08244264085,8.37773401443386,1004.694738435
"14",1001.5082084958,8.82538654445514,1002.7023178976
"15",1004.29725432752,8.82927953051311,1010.95155998924
"16",1004.35316631593,9.27274597681591,1000.9599128816
"17",1008.95423056771,9.4528771887965,1014.92000985909
"18",1003.7529322771,9.7851619711762,999.224418004821
"19",1011.78189148824,10.9406063115179,1014.07579211324
"20",1002.19569282651,10.6611047205976,1003.42931815804
"21",1011.9474973222,9.81740117815357,1011.63855080259
"22",1005.07216468695,11.4958498588339,1004.83409182126
"23",1010.27865900632,10.5460493518247,1010.58720054738
"24",1005.98571356649,10.5000233981503,1004.94266837095
"25",1009.4592941121,10.5403749920222,1012.900405283
"26",1006.53521575336,9.70966376640578,1012.49877563546
"27",1012.82107935349,9.32102756366626,1014.28431850724
"28",1012.85688420982,8.63164551438896,1007.69543056016
"29",1012.96754091782,8.32436846271196,1015.68084712753
"30",1009.29351387364,8.15423334142147,1005.13760348572
"31",1013.57319839917,8.07210950744434,1017.12067913524
"32",1007.53521861562,7.61073966486022,1009.09203014052
"33",1015.51594933629,7.40611376701302,1013.76350870969
"34",1010.02732585435,7.88631627673106,1008.70526757383
"35",1012.75286048251,8.48326766933713,1016.71532778175
"36",1010.30827961542,9.61381487658698,1014.3071127216
"37",1016.23468476972,9.36025912330233,1017.37154476358
"38",1014.92099913,8.66809943092346,1013.34291597164
"39",1016.56681900519,8.10386199694155,1016.7741585781
"40",1014.03016449293,7.62385720735829,1017.41761228933
"41",1016.90384932035,7.81356124843136,1019.53601569084
"42",1017.84229296963,8.05185224746619,1017.33144926056
"43",1019.09610240478,7.86591263891921,1019.30599882773
"44",1017.72735917399,7.67216115416406,1015.11053002752
"45",1018.46790506769,8.35423155785579,1014.52496962647
"46",1014.99441794731,7.82904169190815,1015.93779668903
"47",1014.80853503898,7.74908690177995,1014.14345338968
"48",1015.57992802916,8.01236435245334,1015.15051953216
"49",1014.34586661817,8.67479100257761,1011.9507586923
"50",1014.51156736419,8.64323601812317,1013.60895124854
"51",1012.28339720355,11.287086785953,1013.90615680313
"52",1013.66939235946,10.3832562905289,1013.41683383449
"53",1013.8092922094,10.7270773009049,1015.91129540163
"54",1013.91672614792,10.920253113513,1015.94390472959
"55",1015.91881726722,10.1706675620679,1013.27703612139
"56",1015.41153100795,10.7315051169303,1017.16457666095
"57",1014.0555442293,9.95106958060484,1013.51942613192
"58",1016.43654655514,9.18590697497375,1015.14966139005
"59",1013.84647318355,8.94417645864707,1017.52137446226
"60",1015.62500400449,8.84767724638755,1013.59219661748
"61",1016.7365388933,8.25530676452117,1009.70972663609
"62",1012.8167026212,8.47297105731109,1011.27741520858
"63",1010.02426435059,10.0677186342931,1010.96051586212
"64",1011.21503533929,9.99042693909839,1019.39177618279
"65",1012.64776792625,9.61767432710006,1011.55097213711
"66",1017.82461537365,10.4144849814733,1020.26650921112
"67",1013.29507955191,10.177052335195,1015.94909329774
"68",1019.40402602845,10.0078561071214,1018.27714874768
"69",1016.41570438773,9.63947985694675,1018.77077934307
"70",1018.37687486676,10.6935491134124,1017.31715953216
"71",1018.48105538089,11.2389864014558,1016.66402632456
"72",1017.18753289064,10.7859463965933,1020.318753114
"73",1017.39597168245,9.98504358275726,1020.89135613369
"74",1020.43427371794,9.43804297063302,1025.60599058309
"75",1021.83528302357,10.7553981523642,1026.26060185441
"76",1025.73791283735,11.096411561333,1026.22463393682
"77",1026.25440827089,10.1841346314952,1023.58319267822
"78",1025.6973456851,9.40149358382179,1022.01418389917
"79",1023.27039092241,8.80380457037841,1021.24808359522
"80",1021.86196383838,8.35800984448457,1021.52877753187
"81",1021.30522238255,7.83950471193915,1025.81912641147
"82",1022.38784730779,7.57081956899064,1026.52457767298
"83",1025.96121666377,7.22120978281015,1030.48526761303
"84",1027.31771566099,6.8349636925066,1029.75466318402
"85",1030.34014672723,7.2691690648818,1029.03805802344
"86",1029.6123421519,7.27428628880206,1029.5277924964
"87",1029.13700491803,6.89377594241273,1025.737997165
"88",1028.77083343012,6.56005111792648,1034.84104309779
"89",1027.55960635156,6.66923298629799,1028.83859786368
"90",1033.64155405097,6.42653968985397,1036.37855813934
"91",1030.34758991881,6.18400352081857,1034.70433060734
"92",1036.04471263294,7.74802404381804,1036.8009897902
"93",1035.12466244391,7.96841273256695,1035.74888308347
"94",1036.59156844885,8.36510505357882,1037.72945160056
"95",1036.14599678688,7.80896888168454,1036.22859052085
"96",1037.43027938461,7.40049884321179,1042.70346555294
"97",1037.52456552726,6.9962335989478,1040.75643355696
"98",1042.31505915374,6.86771577972073,1039.59172787902
"99",1040.52449242137,6.56014077760531,1039.37815168941
"100",1039.5500126411,6.2812897069217,1043.02643656409
"101",1040.10880866435,6.18483539264816,1038.95495610195
"102",1042.21314047166,7.32267651276554,1048.17340488658
"103",1040.79964585887,7.77487399686613,1039.03364364332
"104",1046.34645263793,7.65674902338593,1045.39981115182
"105",1040.30787714502,7.20937030185008,1040.67040800032
"106",1044.45493052152,6.8278833355989,1042.50235187445
"107",1041.03779677515,6.96869122206153,1044.76662570036
"108",1042.95620663963,7.43860154915297,1046.97718761155
"109",1045.2097380826,7.03116990047045,1041.08788020914
"110",1045.80032613107,6.9721227240864,1048.79116451722
"111",1042.62953707076,6.76551564182542,1042.22221776918
"112",1047.47837516761,6.81779203982418,1050.7108800049
"113",1043.92095021632,6.60514083085864,1044.35807306545
"114",1049.44131861701,6.31814882115156,1047.49168509567
"115",1044.9857954715,6.45305796860934,1043.97322374302
"116",1046.78899282514,7.5347595528411,1044.14333876611
"117",1044.00824674764,8.94847479297095,1047.21618208023
"118",1044.75890742894,9.76609854355613,1036.48146938022
"119",1045.07023954023,9.15571055623755,1046.05764533141
"120",1038.39770457046,8.49717704956176,1043.43410579035
"121",1045.5339374232,8.54478744023285,1046.64264297973
"122",1044.07681322822,8.31152727045602,1045.34759067669
"123",1046.38463251912,7.7673491480646,1045.87725417361
"124",1045.45452337607,7.31801354168873,1045.64545952795
"125",1045.83189524448,7.19279729989174,1045.69464685875
"126",1045.65629699411,9.81057436803385,1045.56458572073
"127",1045.66963463114,11.8684433930552,1041.95715506524
"128",1044.84409958963,11.4398339397075,1042.50675821079
"129",1042.06807569435,10.4832583976864,1046.53426407486
"130",1043.31325938361,9.85764430616266,1042.22098079447
"131",1045.67260741878,9.15554137657626,1047.05102611553
"132",1043.18798985868,9.27683660209054,1042.01378384615
"133",1046.04457766165,9.0890545358154,1048.31083290245
"134",1043.27419365741,10.6891295535867,1044.13989571818
"135",1047.4776454656,10.3345244660421,1049.1618980768
"136",1045.14529618991,12.9683477291668,1050.96102198204
"137",1049.52272285785,11.8588106248148,1053.07779745757
"138",1051.38537707715,11.347514965331,1054.825879673
"139",1053.42841390066,10.4112723153741,1056.85531173682
"140",1055.23276608576,9.60708084336059,1058.6440625881
"141",1057.21406190708,9.14587660669047,1064.00380941698
"142",1059.71701195388,8.48651942155962,1059.53936394548
"143",1063.11192032268,8.02565554369588,1065.16493149367
"144",1060.66547745512,7.51871543942607,1064.11229737779
"145",1064.9554046705,7.6184671678346,1067.66904653043
"146",1064.82464720832,7.87691061598047,1067.00824708369
"147",1067.53788664108,7.48975525295171,1068.88449509692
"148",1067.38449668634,7.14838070206064,1064.95003081701
"149",1068.09860224094,6.9800614540401,1066.77036320465
"150",1065.31509729454,7.17447502046425,1063.58146491325
"151",1066.13358354637,6.96622738522112,1062.66493622427
"152",1063.39915917545,6.78965882499953,1068.36051156993
"153",1063.8050512934,8.41645098468472,1061.99154615562
"154",1067.08771848706,8.00817714965939,1071.47568911225
"155",1063.88937474695,7.96618950421292,1059.66467888762
"156",1069.11448706732,9.34518200587536,1069.82079395601
"157",1061.6969019013,8.65333799779772,1055.43850114199
"158",1066.9453353932,8.159987534756,1068.11871091773
"159",1057.97554309714,7.73536477988906,1056.69495331649
"160",1065.83495939748,8.07375202654911,1065.52094838385
"161",1058.46115232996,7.6436675779719,1056.73787321042
"162",1063.76533334916,7.20060382387917,1067.70297354539
"163",1058.93189327742,8.33609917735569,1058.70079111534
"164",1065.90353705938,9.04739741991697,1067.54795302154
"165",1060.47122349658,8.39752349568519,1058.21435445815
"166",1065.68223330887,8.14167409443619,1062.56691691018
"167",1059.08586694855,7.62154982656506,1059.34306220859
"168",1061.92314596986,7.2331014891027,1060.74827429922
"169",1059.62510462671,6.87366114398128,1057.86368326401
"170",1060.17235609218,6.69533460606669,1060.99784553444
"171",1058.4915157181,6.3948547017678,1055.00461306691
"172",1059.80019904093,6.98095132176387,1061.73010576626
"173",1056.35071160678,6.64065387101835,1057.16656733586
"174",1060.81839808018,6.43728709008503,1061.23683698586
"175",1057.98162126586,6.24703661297232,1058.70749298049
"176",1060.73196818479,6.31016263171351,1061.3030118006
"177",1059.22759674451,7.36243412357032,1057.77094312894
"178",1060.59759806627,7.600786173092,1058.1636540651
"179",1057.85048531617,7.55801389615673,1055.000613063
"180",1057.53204586468,10.2880467081152,1061.37191188449
"181",1056.2758728273,9.50960322616899,1060.22353374756
"182",1061.14323625711,10.1698517537838,1064.69617374313
"183",1061.11906174668,9.5910929997488,1061.13471613854
"184",1063.98488222221,12.8076728258357,1063.87546914046
"185",1061.68386673893,11.7297128784765,1057.38696791797
"186",1062.57876889596,13.7343409340553,1061.41754300566
"187",1058.19408293551,17.8017098067831,1056.54145313776
"188",1060.44332503208,16.3574639568463,1062.54040373936
"189",1057.74224325808,15.0293734307236,1062.73597262272
"190",1062.58051751603,14.5213688529285,1059.94652574642
